id;título;materia;periodicidad;modified;geo;territorial;por qué;temporal;por qué;vivo;api;tag swagger;formatos;palabras inversión;abierto;explorable;candidato
5420;INE: Atlas de distribución de renta de los hogares;Economía;P1Y;2026-04-22;-;no;;sí;periodicidad P1Y;sí (ratio 0,4);no;; zip;;no;no;no
5281;Edificación y  vivienda a escala de Zaragoza;Vivienda;P1Y;2026-04-09;-;no;;sí;periodicidad P1Y;sí (ratio 0,4);no;;;;no;no;no
5320;Renta a escala de Zaragoza;Economía;P1Y;2026-04-09;-;no;;sí;periodicidad P1Y, palabra:2024;sí (ratio 0,4);no;;;ingreso;no;no;no
5840;Monitorización e Indicadores de Isla de Calor Urbana.;Medio Ambiente;P1Y;2026-04-30;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:1941;sí (ratio 0,4);no;;;infraestructura;sí;no;sí
5660;Índice de Natalidad para Zaragoza;Demografía;-;2026-04-22;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (136 d, sin periodicidad);no;;;;no;no;no
5661;Índice de Natalidad para Secciones Censales;Demografía;-;2026-04-22;S;sí;geo=S, palabra:seccion, spatialRepresentationTypeCode;no;;sí (136 d, sin periodicidad);no;;;;no;no;no
5662;Índice de Natalidad para Manzanas;Demografía;-;2026-04-22;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (136 d, sin periodicidad);no;;;;no;no;no
6080;Equipamientos estructurantes: Distancia media;Sociedad y Bienestar;NEVER;2026-07-02;-;no;;no;;sí (65 d, sin periodicidad);no;;;equipamiento infraestructura;no;no;no
5280;Edificación y Vivienda;Vivienda;-;2026-04-09;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (149 d, sin periodicidad);no;;;;no;no;no
5282;Edificación y  vivienda a escala de Sección Censal;Vivienda;P1Y;2026-04-09;S;sí;geo=S, palabra:sección, spatialRepresentationTypeCode;sí;periodicidad P1Y;sí (ratio 0,4);no;;;;no;no;sí
5283;Edificación y  vivienda a escala de manzana;Vivienda;P1Y;2026-04-09;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y;sí (ratio 0,4);no;;;;no;no;sí
5500;Textos de edificaciones;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, palabra:cartograf, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;no
5501;Ejes de vías previstos;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, palabra:cartograf, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;ejecución;no;no;no
5502;Protección cultural autonómica (PCA);Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;patrimonio;no;no;no
5503;Parcelas con más de 10 plantas;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, palabra:parcela, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5505;Espectro de cámaras de tráfico;Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;no
5506;Paneles informativos de tráfico;Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;sí;no;no
5507;Aparcamientos bici (borrador);Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5708;Grupos de Edad;Demografía;-;2026-04-24;S;sí;geo=S, spatialRepresentationTypeCode;no;;sí (134 d, sin periodicidad);no;;;;no;no;no
5760;Caracterización Técnica y Demográfica de la Edificación;Urbanismo e Infraestructuras;-;2026-04-27;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (131 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5508;Badenes (completa);Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5509;Estacionamientos (completa);Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5512;Puntos de recarga VE (completa);Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5513;Reservas (completa);Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5514;Veladores (completa);Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5515;Vías ciclables (versión anterior);Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;sí;palabra:históric;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;sí
5516;Aparcamientos bici v2 (completa);Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5517;Carriles bici (completa);Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5518;Aparcamientos de motos (completa);Transporte;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;;no;no;no
5519;Accidentes de tráfico;Transporte;P1Y;2026-07-28;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y, palabra:serie;sí (ratio 0,1);no;;;;no;no;sí
5540;Viviendas empadronadas en edificios;Demografía;P1Y;2026-04-21;S;sí;geo=S, spatialRepresentationTypeCode;sí;periodicidad P1Y;sí (ratio 0,4);no;;;;no;no;sí
5560;Escaleras urbanas;Urbanismo e Infraestructuras;NEVER;2026-07-28;S;sí;geo=S, formato geo, spatialRepresentationTypeCode;no;;sí (39 d, sin periodicidad);no;;ogc.wfs_xml ogc.wms_xml;infraestructura;sí;no;no
